title,url,year,authors,venue,type,access,key,ee
A game-theoretic method based on Q-learning to invalidate criminal smart contracts.,https://dblp.org/rec/journals/isci/ZhangWLHA19,2019,"['Lifeng Zhang', 'Yilei Wang', 'Fengyin Li', 'Yuemei Hu', 'Man Ho Au']",Inf. Sci.,Journal Articles,closed,journals/isci/ZhangWLHA19,https://doi.org/10.1016/j.ins.2019.05.061
Improving Hyperconnected Logistics With Blockchains and Smart Contracts.,https://dblp.org/rec/journals/itpro/BettiKHM19,2019,"['Quentin Betti', 'Raphaël Khoury', 'Sylvain Hallé', 'Benoît Montreuil']",IT Prof.,Journal Articles,closed,journals/itpro/BettiKHM19,https://doi.org/10.1109/MITP.2019.2912135
Research on Smart Contract Optimization Method on Blockchain.,https://dblp.org/rec/journals/itpro/HuFG19,2019,"['Wen Hu', 'Zhipeng Fan', 'Ye Gao']",IT Prof.,Journal Articles,closed,journals/itpro/HuFG19,https://doi.org/10.1109/MITP.2019.2923604
Implementing Smart Contracts in the Syndicated Loan Market: An Issue of Adoption.,https://dblp.org/rec/journals/itpro/MalanS19,2019,"['Merike Malan', 'Adriana Steyn']",IT Prof.,Journal Articles,closed,journals/itpro/MalanS19,https://doi.org/10.1109/MITP.2019.2929750
Smart Contracts as Techno-Legal Regulation.,https://dblp.org/rec/journals/jicts/Hunn19,2019,[],J. ICT Stand.,Journal Articles,open,journals/jicts/Hunn19,https://doi.org/10.13052/jicts2245-800x.735
区块链系统中智能合约技术综述 (Survey on Smart Contract Based on Blockchain System).,https://dblp.org/rec/journals/jsjkx/FanLN019,2019,"['Jili Fan', 'Xiaohua Li', 'Tiezheng Nie', 'Ge Yu 0001']",计算机科学,Journal Articles,open,journals/jsjkx/FanLN019,https://doi.org/10.11896/jsjkx.190300013
Safer smart contract programming with Scilla.,https://dblp.org/rec/journals/pacmpl/SergeyNJ0TH19,2019,"['Ilya Sergey', 'Vaivaswatha Nagaraj', 'Jacob Johannsen', 'Amrit Kumar 0001', 'Anton Trunov', 'Ken Chan Guan Hao']",Proc. ACM Program. Lang.,Journal Articles,open,journals/pacmpl/SergeyNJ0TH19,https://doi.org/10.1145/3360611
Detecting nondeterministic payment bugs in Ethereum smart contracts.,https://dblp.org/rec/journals/pacmpl/WangZS19,2019,"['Shuai Wang 0011', 'Chengyu Zhang 0001', 'Zhendong Su 0001']",Proc. ACM Program. Lang.,Journal Articles,open,journals/pacmpl/WangZS19,https://doi.org/10.1145/3360615
Debugging Smart Contract&apos;s Business Logic Using Symbolic Model Checking.,https://dblp.org/rec/journals/pcs/Shishkin19,2019,[],Program. Comput. Softw.,Journal Articles,closed,journals/pcs/Shishkin19,https://doi.org/10.1134/S0361768819080164
Smart contract for secure billing in ride-hailing service via blockchain.,https://dblp.org/rec/journals/ppna/ZhangDZC19,2019,"['Huajun Zhang', 'Erdong Deng', 'Haojin Zhu', 'Zhenfu Cao']",Peer-to-Peer Netw. Appl.,Journal Articles,closed,journals/ppna/ZhangDZC19,https://doi.org/10.1007/s12083-018-0694-5
Crowdsourced Traffic Event Detection and Source Reputation Assessment Using Smart Contracts.,https://dblp.org/rec/journals/sensors/MiheljZKS19,2019,"['Jernej Mihelj', 'Yuan Zhang 0007', 'Andrej Kos', 'Urban Sedlar']",Sensors,Journal Articles,open,journals/sensors/MiheljZKS19,https://doi.org/10.3390/s19153267
Y-DWMS: A Digital Watermark Management System Based on Smart Contracts.,https://dblp.org/rec/journals/sensors/ZhaoFZGMLS19,2019,"['Bo Zhao', 'Liming Fang 0001', 'Hanyi Zhang', 'Chunpeng Ge', 'Weizhi Meng 0001', 'Liang Liu 0006', 'Chunhua Su']",Sensors,Journal Articles,open,journals/sensors/ZhaoFZGMLS19,https://doi.org/10.3390/s19143091
Smart Contract-Based Pool Hopping Attack Prevention for Blockchain Networks.,https://dblp.org/rec/journals/symmetry/SinghSCCPP19,2019,"['Sushil Kumar Singh 0001', 'Mikail Mohammed Salim', 'Minjeong Cho', 'Jeonghun Cha', 'Yi Pan 0001', 'Jong Hyuk Park']",Symmetry,Journal Articles,open,journals/symmetry/SinghSCCPP19,https://doi.org/10.3390/sym11070941
Smart Contracts for Spectrum Sensing as a Service.,https://dblp.org/rec/journals/tccn/BayhanZGW19,2019,"['Suzan Bayhan', 'Anatolij Zubow', 'Piotr Gawlowicz', 'Adam Wolisz']",IEEE Trans. Cogn. Commun. Netw.,Journal Articles,closed,journals/tccn/BayhanZGW19,https://doi.org/10.1109/TCCN.2019.2936190
CReam: A Smart Contract Enabled Collusion-Resistant e-Auction.,https://dblp.org/rec/journals/tifs/WuC0L0L19,2019,"['Shuangke Wu', 'Yanjiao Chen', 'Qian Wang 0002', 'Minghui Li', 'Cong Wang 0001', 'Xiangyang Luo']",IEEE Trans. Inf. Forensics Secur.,Journal Articles,closed,journals/tifs/WuC0L0L19,https://doi.org/10.1109/TIFS.2018.2883275
Smart Contract-Based Negotiation for Adaptive QoS-Aware Service Composition.,https://dblp.org/rec/journals/tpds/WangMCLZTJ19,2019,"['Puwei Wang', 'Ji Meng', 'Jinchuan Chen', 'Tao Liu 0001', 'Ying Zhan', 'Wei-Tek Tsai', 'Zhi Jin']",IEEE Trans. Parallel Distributed Syst.,Journal Articles,closed,journals/tpds/WangMCLZTJ19,https://doi.org/10.1109/TPDS.2018.2885746
"Blockchain-Enabled Smart Contracts: Architecture, Applications, and Future Trends.",https://dblp.org/rec/journals/tsmc/0005OYNH019,2019,"['Shuai Wang 0005', 'Liwei Ouyang', 'Yong Yuan', 'Xiaochun Ni', 'Xuan Han', 'Fei-Yue Wang 0001']",IEEE Trans. Syst. Man Cybern. Syst.,Journal Articles,closed,journals/tsmc/0005OYNH019,https://doi.org/10.1109/TSMC.2019.2895123
Smart Contracts for Research Lab Sharing Scholars Data Rights Management over the Ethereum Blockchain Network.,https://dblp.org/rec/conf/3pgcic/GhaffarSAGSSJ19,2019,"['Abdul Ghaffar', 'Muhammad Azeem Sarwar', 'Zain Abubaker', 'Muhammad Usman Gurmani', 'Tanzeela Sultana', 'Faisal Shehzad', 'Nadeem Javaid']",3PGCIC,Conference and Workshop Papers,closed,conf/3pgcic/GhaffarSAGSSJ19,https://doi.org/10.1007/978-3-030-33509-0_7
Data Sharing System Integrating Access Control Based on Smart Contracts for IoT.,https://dblp.org/rec/conf/3pgcic/SultanaGAAGJ19,2019,"['Tanzeela Sultana', 'Abdul Ghaffar', 'Muhammad Azeem', 'Zain Abubaker', 'Muhammad Usman Gurmani', 'Nadeem Javaid']",3PGCIC,Conference and Workshop Papers,closed,conf/3pgcic/SultanaGAAGJ19,https://doi.org/10.1007/978-3-030-33509-0_81
Trustworthy IoT: An Evidence Collection Approach Based on Smart Contracts.,https://dblp.org/rec/conf/IEEEscc/ArdagnaADIP19,2019,"['Claudio Agostino Ardagna', 'Rasool Asal', 'Ernesto Damiani', 'Nabil El Ioini', 'Claus Pahl']",SCC,Conference and Workshop Papers,closed,conf/IEEEscc/ArdagnaADIP19,https://doi.org/10.1109/SCC.2019.00020
On the Efficiency of Privacy-Preserving Smart Contract Systems.,https://dblp.org/rec/conf/africacrypt/Baghery19,2019,[],AFRICACRYPT,Conference and Workshop Papers,closed,conf/africacrypt/Baghery19,https://doi.org/10.1007/978-3-030-23696-0_7
IoT Devices Hardware Modeling for Executing Blockchain and Smart Contracts Applications.,https://dblp.org/rec/conf/aiccsa/KromesV19,2019,"['Roland Kromes', 'François Verdier']",AICCSA,Conference and Workshop Papers,closed,conf/aiccsa/KromesV19,https://doi.org/10.1109/AICCSA47632.2019.9035330
Exploiting Ethereum Smart Contracts for Clinical Trial Management.,https://dblp.org/rec/conf/aiccsa/OmarJSS19,2019,"['Ilhaam A. Omar', 'Raja Jayaraman', 'Khaled Salah 0001', 'Mecit Can Emre Simsekler']",AICCSA,Conference and Workshop Papers,closed,conf/aiccsa/OmarJSS19,https://doi.org/10.1109/AICCSA47632.2019.9035341
Analysis of Ethereum Smart Contracts and Opcodes.,https://dblp.org/rec/conf/aina/BistarelliMMMT19,2019,"['Stefano Bistarelli', 'Gianmarco Mazzante', 'Matteo Micheletti', 'Leonardo Mostarda', 'Francesco Tiezzi 0001']",AINA,Conference and Workshop Papers,closed,conf/aina/BistarelliMMMT19,https://doi.org/10.1007/978-3-030-15032-7_46
Potentials of Smart Contracts-based Disintermediation in Additive Manufacturing Supply Chains.,https://dblp.org/rec/conf/amcis/0001MKZ19,2019,"['Rainer Schmidt 0001', 'Michael Möhring', 'Barbara Keller', 'Alfred Zimmermann']",AMCIS,Conference and Workshop Papers,closed,conf/amcis/0001MKZ19,https://aisel.aisnet.org/amcis2019/ebusiness/ebusiness/13
Comparison of Smart Contract Blockchains for Healthcare Applications.,https://dblp.org/rec/conf/amia/YuSWK19,2019,"['Hongru Yu', 'Haiyang Sun', 'Danyi Wu', 'Tsung-Ting Kuo']",AMIA,Conference and Workshop Papers,closed,conf/amia/YuSWK19,https://knowledge.amia.org/69862-amia-1.4570936/t005-1.4574828/t005-1.4574829/3203516-1.4574836/3202134-1.4574833
Blockchain-Based Smart Contract Access Control System.,https://dblp.org/rec/conf/apcc/DaiWC0L19,2019,"['Weiqi Dai', 'Chenlong Wang', 'Changze Cui', 'Hai Jin 0001', 'Xinqiao Lv']",APCC,Conference and Workshop Papers,closed,conf/apcc/DaiWC0L19,https://doi.org/10.1109/APCC47188.2019.9026509
A Collaborative DDoS Mitigation Solution Based on Ethereum Smart Contract and RNN-LSTM.,https://dblp.org/rec/conf/apnoms/EssaidKMPJ19,2019,"['Meryam Essaid', 'DaeYong Kim', 'Soo Hoon Maeng', 'Sejin Park', 'Hongtaek Ju']",APNOMS,Conference and Workshop Papers,closed,conf/apnoms/EssaidKMPJ19,https://doi.org/10.23919/APNOMS.2019.8892947
SolAnalyser: A Framework for Analysing and Testing Smart Contracts.,https://dblp.org/rec/conf/apsec/AkcaRP19,2019,"['Sefa Akca', 'Ajitha Rajan', 'Chao Peng 0002']",APSEC,Conference and Workshop Papers,closed,conf/apsec/AkcaRP19,https://doi.org/10.1109/APSEC48747.2019.00071
Formal Verification of BNB Smart Contract.,https://dblp.org/rec/conf/bigcom/LiSXHW19,2019,"['Xiaoyu Li', 'Cheng Su', 'Yan Xiong', 'Wenchao Huang', 'Wansen Wang']",BigCom,Conference and Workshop Papers,closed,conf/bigcom/LiSXHW19,https://doi.org/10.1109/BIGCOM.2019.00021
ArchContract: using smart contracts for disposition.,https://dblp.org/rec/conf/bigdataconf/BatistaW19,2019,"['Danielle Alves Batista', 'Tim Weingärtner']",IEEE BigData,Conference and Workshop Papers,closed,conf/bigdataconf/BatistaW19,https://doi.org/10.1109/BigData47090.2019.9006221
Enabling Auditing of Smart Contracts Through Process Mining.,https://dblp.org/rec/conf/birthday/CorradiniM0P0S19,2019,"['Flavio Corradini', 'Fausto Marcantoni', 'Andrea Morichetta 0001', 'Andrea Polini', 'Barbara Re 0001', 'Massimiliano Sampaolo']","From Software Engineering to Formal Methods and Tools, and Back",Conference and Workshop Papers,closed,conf/birthday/CorradiniM0P0S19,https://doi.org/10.1007/978-3-030-30985-5_27
On the Prediction of Smart Contracts&apos; Behaviours.,https://dblp.org/rec/conf/birthday/LaneveCV19,2019,"['Cosimo Laneve', 'Claudio Sacerdoti Coen', 'Adele Veschetti']","From Software Engineering to Formal Methods and Tools, and Back",Conference and Workshop Papers,closed,conf/birthday/LaneveCV19,https://doi.org/10.1007/978-3-030-30985-5_23
Improving Healthcare Processes with Smart Contracts.,https://dblp.org/rec/conf/bis/KormiltsynUKTN19,2019,"['Aleksandr Kormiltsyn', 'Chibuzor Udokwu', 'Kalev Karu', 'Kondwani Thangalimodzi', 'Alex Norta']",BIS,Conference and Workshop Papers,closed,conf/bis/KormiltsynUKTN19,https://doi.org/10.1007/978-3-030-20485-3_39
An On-Chain Method for Automatic Entitlement Management Using Blockchain Smart Contracts.,https://dblp.org/rec/conf/bis/NugentPSL19,2019,"['Timothy Nugent', 'Fabio Petroni', 'Benedict Whittam Smith', 'Jochen L. Leidner']",BIS,Conference and Workshop Papers,closed,conf/bis/NugentPSL19,https://doi.org/10.1007/978-3-030-36691-9_22
Smart Contracts are More than Objects: Pro-activeness on the Blockchain.,https://dblp.org/rec/conf/blockchain/CiattoM0O19,2019,"['Giovanni Ciatto', 'Alfredo Maffi', 'Stefano Mariani 0001', 'Andrea Omicini']",BLOCKCHAIN,Conference and Workshop Papers,closed,conf/blockchain/CiattoM0O19,https://doi.org/10.1007/978-3-030-23813-1_6
Do Smart Contract Languages Need to Be Turing Complete?,https://dblp.org/rec/conf/blockchain/JansenHGQ19,2019,"['Marc Jansen', 'Farouk Hdhili', 'Ramy Gouiaa', 'Ziyaad Qasem']",BLOCKCHAIN,Conference and Workshop Papers,closed,conf/blockchain/JansenHGQ19,https://doi.org/10.1007/978-3-030-23813-1_3
OpBench: A CPU Performance Benchmark for Ethereum Smart Contract Operation Code.,https://dblp.org/rec/conf/blockchain2/AldweeshAMM19,2019,"['Amjad Aldweesh', 'Maher Alharby', 'Maryam Mehrnezhad', 'Aad van Moorsel']",Blockchain,Conference and Workshop Papers,closed,conf/blockchain2/AldweeshAMM19,https://doi.org/10.1109/Blockchain.2019.00043
Smart Contract Defense through Bytecode Rewriting.,https://dblp.org/rec/conf/blockchain2/AyoadeBKH19,2019,"['Gbadebo Ayoade', 'Erick Bauman', 'Latifur Khan', 'Kevin W. Hamlen']",Blockchain,Conference and Workshop Papers,closed,conf/blockchain2/AyoadeBKH19,https://doi.org/10.1109/Blockchain.2019.00059
Deviant: A Mutation Testing Tool for Solidity Smart Contracts.,https://dblp.org/rec/conf/blockchain2/ChapmanXDX19,2019,"['Patrick Chapman', 'Dianxiang Xu', 'Lin Deng', 'Yin Xiong']",Blockchain,Conference and Workshop Papers,closed,conf/blockchain2/ChapmanXDX19,https://doi.org/10.1109/Blockchain.2019.00050
Remote Configuration of Integrated Circuit Features and Firmware Management via Smart Contract.,https://dblp.org/rec/conf/blockchain2/IslamK19,2019,"['Md. Nazmul Islam', 'Sandip Kundu']",Blockchain,Conference and Workshop Papers,closed,conf/blockchain2/IslamK19,https://doi.org/10.1109/Blockchain.2019.00051
Formal Verification of Smart Contracts Using Interface Automata.,https://dblp.org/rec/conf/blockchain2/MadlBFJ19,2019,"['Gabor Madl', 'Luis Angel D. Bathen', 'German H. Flores', 'Divyesh Jadav']",Blockchain,Conference and Workshop Papers,closed,conf/blockchain2/MadlBFJ19,https://doi.org/10.1109/Blockchain.2019.00081
Smart Contract-Based Secured Business-to-Consumer Supply Chain Systems.,https://dblp.org/rec/conf/blockchain2/QuHS19,2019,"['Feiyang Qu', 'Hisham Haddad', 'Hossain Shahriar']",Blockchain,Conference and Workshop Papers,closed,conf/blockchain2/QuHS19,https://doi.org/10.1109/Blockchain.2019.00084
zk-AuthFeed: How to Feed Authenticated Data into Smart Contract with Zero Knowledge.,https://dblp.org/rec/conf/blockchain2/WanGZ019,2019,"['Zhiguo Wan', 'Zhangshuang Guan', 'Yan Zhou', 'Kui Ren 0001']",Blockchain,Conference and Workshop Papers,closed,conf/blockchain2/WanGZ019,https://doi.org/10.1109/Blockchain.2019.00020
Balancing Privity and Enforceability of BPM-Based Smart Contracts on Blockchains.,https://dblp.org/rec/conf/bpm/KopkeFE19,2019,"['Julius Köpke', 'Marco Franceschetti', 'Johann Eder']",BPM,Conference and Workshop Papers,closed,conf/bpm/KopkeFE19,https://doi.org/10.1007/978-3-030-30429-4_7
New Loan System Based on Smart Contract.,https://dblp.org/rec/conf/bsci/YangZZH19,2019,"['Qi Yang', 'Xiao Zeng', 'Yu Zhang', 'Wei Hu 0001']",BSCI,Conference and Workshop Papers,closed,conf/bsci/YangZZH19,https://doi.org/10.1145/3327960.3332395
Trusted Remote Patient Monitoring Using Blockchain-Based Smart Contracts.,https://dblp.org/rec/conf/bwcca/KazmiNMHBJ19,2019,"['Hafiza Syeda Zainab Kazmi', 'Faiza Nazeer', 'Sahrish Mubarak', 'Seemab Hameed', 'Aliza Basharat', 'Nadeem Javaid']",BWCCA,Conference and Workshop Papers,closed,conf/bwcca/KazmiNMHBJ19,https://doi.org/10.1007/978-3-030-33506-9_70
Smart Contracts and Void Declarations of Intent.,https://dblp.org/rec/conf/caise/Hoffmann19,2019,[],CAiSE Workshops,Conference and Workshop Papers,closed,conf/caise/Hoffmann19,https://doi.org/10.1007/978-3-030-20948-3_15
The Rise of Enforceable Business Processes from the Hashes of Blockchain-Based Smart Contracts.,https://dblp.org/rec/conf/caise/MiglioriniGCR19,2019,"['Sara Migliorini', 'Mauro Gambini', 'Carlo Combi', 'Marcello La Rosa']",BPMDS/EMMSAD@CAiSE,Conference and Workshop Papers,closed,conf/caise/MiglioriniGCR19,https://doi.org/10.1007/978-3-030-20618-5_9
Designing Smart Contract for Electronic Document Taxation.,https://dblp.org/rec/conf/cans/WijayaLSLJS19,2019,"['Dimaz Ankaa Wijaya', 'Joseph K. Liu', 'Ron Steinfeld', 'Dongxi Liu', 'Fengkie Junis', 'Dony Ariadi Suwarsono']",CANS,Conference and Workshop Papers,closed,conf/cans/WijayaLSLJS19,https://doi.org/10.1007/978-3-030-31578-8_11
Decentralized and secure delivery network of IoT update files based on ethereum smart contracts and blockchain technology.,https://dblp.org/rec/conf/cascon/ArbabiS19,2019,"['Mohammad Salar Arbabi', 'Mehdi Shajari']",CASCON,Conference and Workshop Papers,closed,conf/cascon/ArbabiS19,https://dl.acm.org/doi/10.5555/3370272.3370284
SolUnit: a framework for reducing execution time of smart contract unit tests.,https://dblp.org/rec/conf/cascon/MedeirosVMJ19,2019,"['Hallan Medeiros', 'Patricia Vilain', 'John Mylopoulos', 'Hans-Arno Jacobsen']",CASCON,Conference and Workshop Papers,closed,conf/cascon/MedeirosVMJ19,https://dl.acm.org/doi/10.5555/3370272.3370300
NEO Smart Contract for Drought-Based Insurance.,https://dblp.org/rec/conf/ccece/NguyenDT19,2019,"['T. Q. Nguyen', 'A. K. Das', 'Tran L. T.']",CCECE,Conference and Workshop Papers,closed,conf/ccece/NguyenDT19,https://doi.org/10.1109/CCECE.2019.8861573
Mobile Smart-Contract Lifecycle Governance with Incentivized Proof-of-Stake for Oligopoly-Formation Prevention.,https://dblp.org/rec/conf/ccgrid/DevalN19,2019,"['Vipin Deval', 'Alex Norta']",CCGRID,Conference and Workshop Papers,closed,conf/ccgrid/DevalN19,https://doi.org/10.1109/CCGRID.2019.00029
Digital Resource Rights Confirmation and Infringement Tracking Based on Smart Contracts.,https://dblp.org/rec/conf/ccis/QianLWCWZ19,2019,"['Peng Qian', 'Zhenguang Liu', 'Xun Wang 0007', 'Jianhai Chen', 'Bei Wang', 'Roger Zimmermann']",CCIS,Conference and Workshop Papers,closed,conf/ccis/QianLWCWZ19,https://doi.org/10.1109/CCIS48116.2019.9073733
Verifiable Computation using Smart Contracts.,https://dblp.org/rec/conf/ccs/AvizhehNSK19,2019,"['Sepideh Avizheh', 'Mahmudun Nabi', 'Reihaneh Safavi-Naini', 'Muni Venkateswarlu K.']",CCSW,Conference and Workshop Papers,closed,conf/ccs/AvizhehNSK19,https://doi.org/10.1145/3338466.3358925
Learning to Fuzz from Symbolic Execution with Application to Smart Contracts.,https://dblp.org/rec/conf/ccs/HeBATV19,2019,"['Jingxuan He', 'Mislav Balunovic', 'Nodar Ambroladze', 'Petar Tsankov', 'Martin T. Vechev']",CCS,Conference and Workshop Papers,closed,conf/ccs/HeBATV19,https://doi.org/10.1145/3319535.3363230
zkay: Specifying and Enforcing Data Privacy in Smart Contracts.,https://dblp.org/rec/conf/ccs/SteffenBGMTV19,2019,"['Samuel Steffen', 'Benjamin Bichsel', 'Mario Gersbach', 'Noa Melchior', 'Petar Tsankov', 'Martin T. Vechev']",CCS,Conference and Workshop Papers,closed,conf/ccs/SteffenBGMTV19,https://doi.org/10.1145/3319535.3363222
Smart Contract-based Miner Registration and Block Validation.,https://dblp.org/rec/conf/ccs/ZhangL19,2019,"['Shijie Zhang', 'Jong-Hyouk Lee']",AsiaCCS,Conference and Workshop Papers,closed,conf/ccs/ZhangL19,https://doi.org/10.1145/3321705.3331010
ChainIDE: A Cloud-Based Integrated Development Environment for Cross-Blockchain Smart Contracts.,https://dblp.org/rec/conf/cloudcom/QiuWZL019,2019,"['Han Qiu 0001', 'Xiao Wu', 'Shuyi Zhang', 'Victor C. M. Leung', 'Wei Cai 0002']",CloudCom,Conference and Workshop Papers,closed,conf/cloudcom/QiuWZL019,https://doi.org/10.1109/CloudCom.2019.00055
